0,1.212950342
1,0.059297996
2,0.802971468
3,4.375265455
4,8.669357965
5,0.555218894
6,1.197917273
7,1.768513168
8,0.613176739
9,0.675091596
10,1.241978547
11,0.722752003
12,0.633442731
13,1.822926164
14,0.51923831
15,0.191193802
16,0.658987542
17,0.649638123
18,0.125662922
19,0.059297996
20,0.914490191
21,0.978094049
22,0.758068016
23,0.555218894
24,0.760717811
25,0.418190569
26,0.228847849
27,0.719019483
28,1.017501532
29,0.530431364
30,0.572399652
31,1.585118834
32,0.460677787
33,0.563083628
34,0.111487308
35,0.150562676
36,0.125662922
37,0.059297996
38,0.121024048
39,1.254460618
40,0.17150269
41,0.115585864
42,0.756846932
43,1.00129307
44,0.228847849
45,0.172828615
46,0.95260163
47,0.15874804
48,0.13711482
49,1.58304177
50,0.115761596
51,0.191193802
52,0.111487308
53,0.150562676
54,1.281065704
55,0.059297996
56,0.121024048
57,1.070547229
58,0.17150269
59,0.115585864
60,0.808688756
61,1.310014589
62,0.584034787
63,1.143817073
64,0.242402999
65,0.15874804
66,0.543551435
67,1.766114725
68,0.115761596
69,0.191193802
70,0.111487308
71,0.150562676
72,1.20854544
73,0.547001406
74,0.601029295
75,0.994276224
76,0.849993588
77,0.555218894
78,0.996204178
79,0.922725124
80,0.613176739
81,0.769878315
82,1.269855829
83,0.639989072
84,0.13711482
85,2.120964952
86,0.460677787
87,0.845589466
88,0.505844722
89,0.729459402
90,1.168774508
91,0.059297996
92,0.657583891
93,0.79588306
94,0.17150269
95,0.57939146
96,1.178777626
97,1.762529073
98,0.228847849
99,0.745146481
100,1.052970838
101,0.606581621
102,0.553677211
103,1.845786013
104,0.115761596
105,1.075518241
106,0.562408011
107,0.62667649
108,0.775044162
109,0.059297996
110,0.914490191
111,1.284478307
112,0.760889268
113,0.551723932
114,0.760717811
115,1.464594893
116,0.63174929
117,0.172828615
118,0.576624691
119,0.583537926
120,0.13711482
121,1.650276796
122,0.505982502
123,0.191193802
124,0.111487308
125,0.675517386
126,1.259668509
127,0.059297996
128,0.637857609
129,1.027481292
130,0.974329254
131,0.755580444
132,1.025122449
133,1.576798164
134,0.228847849
135,0.733985343
136,1.161232685
137,0.606581621
138,0.553677211
139,1.42300622
140,0.460677787
141,0.615770769
142,0.505844722
143,0.717229911
144,0.125662922
145,0.469244149
146,0.676281608
147,1.19513074
148,0.770160526
149,0.550641905
150,0.074297604
151,1.242989588
152,0.584034787
153,0.725477407
154,0.242402999
155,0.15874804
156,0.13711482
157,1.636238446
158,0.115761596
159,0.191193802
160,0.111487308
161,0.150562676
162,1.184774196
163,0.756716157
164,0.807443834
165,2.347572085
166,1.986524231
167,0.756979009
168,0.83149849
169,1.746751114
170,0.619702174
171,1.032383444
172,1.279230583
173,0.654158566
174,0.801753721
175,1.816429366
176,0.476512773
177,0.694011541
178,0.693407861
179,0.649638123
180,0.946236367
181,0.429149743
182,0.651645472
183,1.058685987
184,0.98171774
185,0.806781057
186,0.740803582
187,1.198703397
188,0.57092237
189,0.745146481
190,1.078391124
191,0.660708765
192,0.13711482
